crossing,count
"1400 BLK LEMON AVE, LONG BEACH, CA 90813",12
"200 BLK N MARINA DR, LONG BEACH, CA 90803",12
"1400 BLK GUNDRY AVE, LONG BEACH, CA 90813",12
"CHERRY AVE / 60TH ST, LONG BEACH, CA 90805",12
"6000 BLK LEWIS AVE, LONG BEACH, CA 90805",12
"6500 BLK E SPRING ST, LONG BEACH, CA 90808",12
"4400 LINDEN AVE, LONG BEACH, CA 90807",12
"4400 BLK LINDEN AVE, LONG BEACH, CA 90807",12
"2700 BLK PINE AVE, LONG BEACH, CA 90806",12
"1000 CORONADO AVE, LONG BEACH, CA 90804",12
"7600 BLK E SPRING ST, LONG BEACH, CA 90815",12
"200 BLK E CUMMINGS LN, LONG BEACH, CA 90805",12
"4000 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90808",12
"5500 BLK ORANGE AVE, LONG BEACH, CA 90805",12
"4700 BLK CLAIR DEL AVE, LONG BEACH, CA 90807",12
"1100 BLK MOLINO AVE, LONG BEACH, CA 90804",12
"300 BLK E COOLIDGE ST, LONG BEACH, CA 90805",12
"20000 RHODA CIR, CERRITOS, CA 90703",12
"6900 BLK CHERRY AVE, LONG BEACH, CA 90805",12
"1900 BLK LEMON AVE, LONG BEACH, CA 90806",12
"6100 BLK MYRTLE AVE, LONG BEACH, CA 90805",12
"3300 BLK CASPIAN AVE, LONG BEACH, CA 90810",11
"7800 BLK E SPRING ST, LONG BEACH, CA 90815",11
"1500 BLK PINE AVE, LONG BEACH, CA 90813",11
"5000 BLK LINDEN AVE, LONG BEACH, CA 90805",11
"5000 BLK E SPRING ST, LONG BEACH, CA 90815",11
"2500 BLK FASHION AVE, LONG BEACH, CA 90810",11
100BLK OF THE PROMENADE,11
"500 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",11
"700 BLK WALNUT AVE, LONG BEACH, CA 90813",11
"1900 BLK MAINE AVE, LONG BEACH, CA 90806",11
"1400 BLK WARREN AVE, LONG BEACH, CA 90813",11
"4800 BLK PEPPERWOOD AVE, LONG BEACH, CA 90808",11
"1000 BLK ALAMITOS AVE, LONG BEACH, CA 90813",11
"5400 BLK LEMON AVE, LONG BEACH, CA 90805",11
"2000 BLK PASADENA AVE, LONG BEACH, CA 90806",11
"3900 BLK CHERRY AVE, LONG BEACH, CA 90807",11
"5500 BLK LEWIS AVE, LONG BEACH, CA 90805",11
"1000 BLK FREEMAN AVE, LONG BEACH, CA 90804",11
"1700 BLK CERRITOS AVE, LONG BEACH, CA 90813",11
"800 SEAL BEACH BLVD, SEAL BEACH, CA 90740",11
"7500 E SPRING ST, LONG BEACH, CA 90815",11
"2000 BLK SANTA FE AVE, LONG BEACH, CA 90810",11
"1600 BLOCK VICTORY RD, TUSTIN CA",11
"2200 BLK OLIVE AVE, LONG BEACH, CA 90806",11
"2200 BLK E 63RD ST, LONG BEACH, CA 90805",11
"100 BLK E 28TH ST, LONG BEACH, CA 90806",11
"2000 BLK DAISY AVE, LONG BEACH, CA 90806",11
"13200 BEACH ST, CERRITOS, CA 90703",11
"100 BLK E 52ND ST, LONG BEACH, CA 90805",11
2700 BLK ORANGE AVE LONG BEACH CA 90806,11
"1000 BLK MAHANNA AVE, LONG BEACH, CA 90813",11
"2200 BLK ARGONNE AVE, LONG BEACH, CA 90815",11
"2300 BLK WEBSTER AVE, LONG BEACH, CA 90810",11
"3100 LOCUST AVE, LONG BEACH, CA 90807",11
"100 BLK E NORTON ST, LONG BEACH, CA 90805",11
"700 BLK E ESTHER ST, LONG BEACH, CA 90813",11
"3700 BLK SAN ANSELINE AVE, LONG BEACH, CA 90808",11
"1800 BLK CHESTNUT AVE, LONG BEACH, CA 90806",11
"10000 BLK OAK ST, LOS ALAMITOS, CA 90720",11
"2200 BLK E CARSON ST, LONG BEACH, CA 90807",11
"18700 BLOCK OF VIKINGS WAY, CERRITOS, CA 90703",11
"2200 BLK FASHION AVE, LONG BEACH, CA 90810",11
"1000 BLK E MARKET ST, LONG BEACH, CA 90805",11
"3100 BLK E 64TH ST, LONG BEACH, CA 90805",11
"1900 BLK HARBOR AVE, LONG BEACH, CA 90810",11
"1300 E WESLEY DR, LONG BEACH, CA 90806",11
"800 BLK FREEMAN AVE, LONG BEACH, CA 90804",11
"6500 BLK WALNUT AVE, LONG BEACH, CA 90805",11
"400 BLK GOLDEN AVE, LONG BEACH, CA 90802",11
"W WILLOW ST / EASY AVE, LONG BEACH, CA 90810",10
"500 BLK E HILL ST, LONG BEACH, CA 90806",10
"2200 BLK WALNUT AVE, SIGNAL HILL, CA 90755",10
"100 W 51ST ST, LONG BEACH, CA 90805",10
"1500 BLK LINDEN AVE, LONG BEACH, CA 90813",10
"1500 BLK W 31ST ST, LONG BEACH, CA 90810",10
"2000 BLK MYRTLE AVE, LONG BEACH, CA 90806",10
"16400 BLK HOLMES PL, CERRITOS, CA 90703",10
"5300 BLK E OCEAN BLVD, LONG BEACH, CA 90803",10
"6800 BLK ATLANTIC AVE, LONG BEACH, CA 90805",10
"400 BLK E 60TH ST, LONG BEACH, CA 90805",10
"4720 E PACIFIC COAST HWY, LONG BEACH, CA 90804",10
"6800 WHITE AVE, LONG BEACH, CA 90805",10
"300 BLK E 19TH ST, LONG BEACH, CA 90806",10
"1800 BLK MYRTLE AVE, LONG BEACH, CA 90806",10
"7000 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",10
"1600 BLK CEDAR AVE, LONG BEACH, CA 90813",10
"1400 BLK ORANGE AVE, LONG BEACH, CA 90813",10
"1100 BLK DE FOREST AVE, LONG BEACH, CA 90813",10
"1700 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",10
"1400 BLK OBISPO AVE, LONG BEACH, CA 90804",10
"1900 BLK HENDERSON AVE, LONG BEACH, CA 90806",10
"E SPRING ST / PALO VERDE AVE, LONG BEACH, CA 90815",10
"800 E 9TH ST, LONG BEACH, CA 90813",10
"200 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",10
"2000 BLK DELTA AVE, LONG BEACH, CA 90810",10
"2200 BLK LEWIS AVE, LONG BEACH, CA 90806",10
"4000 BLK ATLANTIC AVE, LONG BEACH, CA 90807",10
"5800 BLK JAYMILLS AVE, LONG BEACH, CA 90805",10
"1300 WESLEY DR, LONG BEACH, CA 90806",10
"1300 BLK E 67TH ST, LONG BEACH, CA 90805",10
"1600 BLK E 3RD ST, LONG BEACH, CA 90802",10
"3000 BLK CASPIAN AVE, LONG BEACH, CA 90810",10
"2550 CHERRY AVE, SIGNAL HILL, CA 90755",10
1000 BLK WEST BLVD LOS ANGELES CA 90019,10
"100 BLK W ZANE ST, LONG BEACH, CA 90805",10
"4000 BLK ROSE AVE, LONG BEACH, CA 90807",10
"6700 BLK E DE LEON AVE, LONG BEACH, CA",10
"6500 BLK ORIZABA AVE, LONG BEACH, CA 90805",10
"1000 BLK GLADYS AVE, LONG BEACH, CA 90804",10
6000 BLK LINDEN AVE LONG BEACH 90805,10
"1000 BLK E NEVADA ST, SIGNAL HILL, CA 90755",10
"300 BLK E MARKER LN, LONG BEACH, CA 90805",10
"1000 BLK GAVIOTA AVE, LONG BEACH, CA 90813",10
"6800 ATLANTIC AVE, LONG BEACH, CA 90805",10
"2800 BLK GALE AVE, LONG BEACH, CA 90810",10
"1000 BLK N ALMOND CT, LONG BEACH, CA 90813",10
"19500 NICHOLAS AVE, CERRITOS, CA 90703",10
"5000 BLK ORANGE AVE, LONG BEACH, CA 90805",10
"12400 MILES ST, CERRITOS, CA 90703",10
"1200 BLK MAHANNA AVE, LONG BEACH, CA 90813",10
"400 BLK E SUNSET ST, LONG BEACH, CA 90805",10
"400 BLK E SHORELINE DR, LONG BEACH, CA 90802",10
"2000 BLK PINE AVE, LONG BEACH, CA 90806",10
"3900 BLK ATLANTIC AVE, LONG BEACH, CA 90807",9
"6000 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",9
"300 BLK OBISPO AVE, LONG BEACH, CA 90814",9
"PALO VERDE AVE / E SPRING ST, LONG BEACH, CA 90815",9
"N STUDEBAKER RD / E SPRING ST, LONG BEACH, CA 90815",9
"1800 BLK LIME AVE, LONG BEACH, CA 90806",9
"3300 BLOCK MAINE AVE, LONG BEACH CA",9
"4600 BLK GOLDFIELD AVE, LONG BEACH, CA 90807",9
"N BELLFLOWER BLVD / E STEARNS ST, LONG BEACH, CA 90815",9
"5000 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",9
"3600 BLK LAMA AVE, LONG BEACH, CA 90808",9
"1900 BLK E 15TH ST, LONG BEACH, CA 90813",9
"200 BLK E 67TH ST, LONG BEACH, CA 90805",9
"1700 BLK E OCEAN BLVD, LONG BEACH, CA 90802",9
"200 BLK E 59TH ST, LONG BEACH, CA 90805",9
"1900 TEMPLE AVE, SIGNAL HILL, CA 90755",9
"2300 E 15TH ST, LONG BEACH, CA 90804",9
"1700 BLK LINDEN AVE, LONG BEACH, CA 90813",9
4500 BLK LONG BEACH BLVD,9
"600 BLK W 5TH ST, LONG BEACH, CA 90802",9
"1900 BLK OLIVE AVE, LONG BEACH, CA 90806",9
"1700 BLK PINE AVE, LONG BEACH, CA 90813",9
8000 BLK TARMA ST,9
"1400 BLK E HELLMAN ST, LONG BEACH, CA 90813",9
"3200 BLK DAISY AVE, LONG BEACH, CA 90806",9
"5000 BLK CHERRY AVE, LONG BEACH, CA 90805",9
"SOUTH ST / CHERRY AVE, LONG BEACH, CA 90805",9
"2400 BLK ADRIATIC AVE, LONG BEACH, CA 90810",9
"1400 BLK COTA AVE, LONG BEACH, CA 90813",9
"2800 BLK ATLANTIC AVE, LONG BEACH, CA 90806",9
"7200 BLK CARSON BLVD, LONG BEACH, CA 90808",9
"1800 BLK LEWIS AVE, LONG BEACH, CA 90806",9
"11000 GONSALVES PL, CERRITOS, CA 90703",9
"900 BLK GAVIOTA AVE, LONG BEACH, CA 90813",9
"2500 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",9
"500 BLK E. POPPY ST, LONG BEACH, CA 90805",9
"1100 BLK HOFFMAN AVE, LONG BEACH, CA 90813",9
"6400 ATLANTIC AVE, LONG BEACH, CA 90805",9
"1000 BLK MOLINO AVE, LONG BEACH, CA 90804",9
"300 BLK E 53RD ST, LONG BEACH, CA 90805",9
"6700 BLK CHERRY AVE, LONG BEACH, CA 90805",9
"900 BLOCK E BROADWAY, LONG BEACH, CA 90802",9
"2200 BLK EARL AVE, LONG BEACH, CA 90806",9
"2200 BLK LOCUST AVE, LONG BEACH, CA 90806",9
"5800 LIME AVE, LONG BEACH, CA 90805",9
"6400 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",9
"1100 BLK RAYMOND AVE, LONG BEACH, CA 90804",9
"500 BLK E 16TH ST, LONG BEACH, CA 90813",9
"2100 BLK N KELLY DR, SIGNAL HILL, CA 90755",9
"500 BLK CHERRY AVE, LONG BEACH, CA 90802",9
"3900 BLK LEWIS AVE, LONG BEACH, CA 90807",9
"200 BLK E PLENTY ST, LONG BEACH, CA 90805",9
"2000 BLK E APPLETON ST, LONG BEACH, CA 90803",9
"1400 COTA AVE, LONG BEACH, CA 90813",9
"4900 BLK LOCUST AVE, LONG BEACH, CA 90805",9
"7200 BLK E CARSON ST, LONG BEACH, CA 90808",9
"1600 BLK LOCUST AVE, LONG BEACH, CA 90813",9
"200 BLK E NEECE ST, LONG BEACH, CA 90805",9
"1600 BLK E 65TH ST, LONG BEACH, CA 90805",9
300 BLK E COOLIDGE STREET LONG BEACH CA 90805,9
7700TH BLK OF E SPRING ST,9
"400 BLK E PLYMOUTH ST, LONG BEACH, CA 90805",9
"1300 BLK W BURNETT ST, LONG BEACH, CA 90810",9
"2100 BLK W CANTON ST, LONG BEACH, CA 90810",9
"2500 ATLANTIC AVE, LONG BEACH, CA 90806",9
"2200 BLK GOLDEN AVE, LONG BEACH, CA 90806",9
"15900 SHOEMAKER RD, CERRITOS, CA 90703",9
"200 BLK E DEL AMO BLVD, LONG BEACH, CA 90805",9
"5400 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",9
"6200 BLK E 2ND ST, LONG BEACH, CA 90803",9
"19400 BLK ERIN CIR, CERRITOS, CA 90703",9
"600 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",9
"400 BLK W 4TH ST, LONG BEACH, CA 90802",9
"1300 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",9
"1300 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",9
"2200 LIME AVE, LONG BEACH CA 90806",9
"3100 BLK E 68TH ST, LONG BEACH, CA 90805",9
"2000 BLK LONG BEACH BLVD, LONG BEACH, CA 90806",9
"3100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",9
"EDGEFIELD ST / CORTNER AVE, CERRITOS, CA 90703",9
"1500 BLK W SUMMIT ST, LONG BEACH, CA 90810",9
"I-605 / E SPRING ST, LONG BEACH, CA 90815",9
"1200 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90815",9
"1800 BLK PINE AVE, LONG BEACH, CA 90806",9
400 BLK E SOUTH STREET LONG BEACH CA 90805,9
"2000 BLK CHESTNUT AVE, LONG BEACH, CA 90806",9
"2200 BLK E POINSETTIA ST, LONG BEACH, CA 90805",9
"2700 BLK WALNUT AVE, SIGNAL HILL, CA 90755",8
"6100 BLK CHERRY AVE, LONG BEACH, CA 90805",8
"3900 WALNUT AVE, LONG BEACH, CA 90807",8
"1000 BLK GARDENIA AVE, LONG BEACH, CA 90813",8
"5801 E PARKCREST ST, LONG BEACH, CA 90808",8
"400 BLK CEDAR AVE, LONG BEACH, CA 90802",8
1000 BLK LIME AVE LB CA,8
"3000 BLK E SOUTH ST, LONG BEACH, CA 90805",8
"7700 BLK E SPRING ST. LONG BEACH, CA 90815",8
"2100 BLK E ANAHEIM ST, LONG BEACH, CA 90804",8
"1000 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",8
5900 BLK BIXBY VILLAGE DRIVE LONG BEACH CA 90803,8
"6500 BLK BRAYTON AVE, LONG BEACH, CA 90805",8
"3400 BLK ORANGE AVE, LONG BEACH, CA 90807",8
"2100 BLK W WILLIAMS ST, LONG BEACH, CA 90810",8
"300 BLK E 16TH ST, LONG BEACH, CA 90813",8
"6700 BLK E WALKERTON ST, LONG BEACH, CA 90808",8
"18900 BLK KINGS ROW AVE, CERRITOS, CA 90703",8
"5900 BLK COKE AVE, LONG BEACH, CA 90805",8
"6800 BLK GALE AVE, LONG BEACH, CA 90805",8
"100 BLK E LOUISE ST, LONG BEACH, CA 90805",8
"2300 BLK LINDEN AVE, LONG BEACH, CA 90806",8
6800 BLK MURIEL AVE LONG BEACH 90805,8
"2300 BLK LOCUST AVE, LONG BEACH, CA 90806",8
"5900 BLK E 7TH ST, LONG BEACH, CA 90822",8
"300 BLK E 60TH ST, LONG BEACH, CA 90805",8
"2100 W CANTON ST, LONG BEACH, CA 90810",8
"6900 BLK ORCUTT AVE, LONG BEACH, CA 90805",8
"20100 BLK PLAZA DE CORDOBA, CERRITOS, CA 90703",8
"300 E COOLIDGE ST, LONG BEACH, CA 90805",8
"1000 E 5TH ST, LONG BEACH, CA 90802",8
"1800 BLK PACIFIC AVE, LONG BEACH, CA 90806",8
"1000 TEMPLE AVE, LONG BEACH, CA 90804",8
"3000 BLOCK WOODRUFF AVE, LONG BEACH CA",8
"2200 BLK ALBURY AVE, LONG BEACH, CA 90815",8
"3500 SANTA FE AVE, LONG BEACH, CA 90810",8
"700 BLK E BURNETT ST, LONG BEACH, CA 90806",8
"900 BLK E APPLETON ST, LONG BEACH, CA 90802",8
"2300 BLK SEABRIGHT AVE, LONG BEACH, CA 90810",8
"800 ALAMITOS AVE, LONG BEACH, CA 90813",8
"1900 OLIVE AVE, LONG BEACH, CA 90806",8
"2200 BLK CHESTNUT AVE, LONG BEACH, CA 90806",8
"7700 E SPRING ST, LONG BEACH CA 90815",8
"2500 BLK GOLDEN AVE, LONG BEACH, CA 90806",8
"N PARAMOUNT BLVD / CANDLEWOOD ST, LONG BEACH, CA 90805",8
"2300 BLOCK ELM AVE, LONG BEACH CA",8
"12900 BLK ESSEX PL, CERRITOS, CA 90703",8
"1300 BLK LEMON AVE, LONG BEACH, CA 90813",8
"1300 BLK N FERNDALE ST, ANAHEIM, CA 92801",8
1100 BLK E BURNETT STREET SIGNAL HILL CA 90755,8
"1300 BLK PETERSON AVE, LONG BEACH, CA 90813",8
"19500 BLOOMFIELD AVE, CERRITOS, CA 90703",8
"800 BLK HOFFMAN AVE, LONG BEACH, CA 90813",8
"7575 CARSON BLVD, LONG BEACH, CA 90808",8
"800 BLK ALAMITOS AVE, LONG BEACH, CA 90813",8
"19700 BLK BLOOMFIELD AVE, CERRITOS, CA 90703",8
"2200 BLK GRAND AVE, LONG BEACH, CA 90815",8
"5900 BLK ROSE AVE, LONG BEACH, CA 90805",8
16000 BLK PIUMA AVE CERRITOS CA 90703,8
"4000 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",8
"1900 BLK FASHION AVE, LONG BEACH, CA 90810",8
"19900 BLK GRIDLEY RD, CERRITOS CA",8
"4000 N GREENBRIER RD, LONG BEACH, CA 90808",8
"1800 PINE AVE, LONG BEACH, CA 90806",8
"13300 RUSTY FIG CIR, CERRITOS, CA 90703",8
"4200 BLK ROSE AVE, LONG BEACH, CA 90807",8
"1100 BLK ATLANTIC AVE, LONG BEACH, CA 90813",8
"13700 BLK ARTESIA BLVD, CERRITOS, CA, 90703",8
1100 BLK E ARTESIA BLVD LONG BEACH CA 90805,8
6000 BLK LONG BEACH BLVD LONG BEACH CA 90805,8
"3000 BLK CALIFORNIA AVE, SIGNAL HILL, CA 90755",8
"4400 BLK ATLANTIC AVE, LONG BEACH, CA 90807",8
1200 BLK BELLFLOWER BLVD LONG BEACH CA 90840,8
"1400 BLK E 10TH ST, LONG BEACH, CA 90813",8
"200 BLK E 46TH ST, LONG BEACH, CA 90807",8
"2700 BLK ORANGE AVE., LONG BEACH, CA 90806",8
"3100 BLK E 10TH ST, LB 90804",8
"4500 BLK E 23RD ST, LONG BEACH, CA 90815",8
"1400 BLK E ELEANOR ST, LONG BEACH, CA 90805",8
"3700 BLK IROQUOIS AVE, LONG BEACH, CA 90808",8
"200 BLK E 56TH ST, LONG BEACH, CA 90805",8
"200 BLK E 69TH WAY, LONG BEACH, CA 90805",8
"4600 BLK ATLANTIC AVE, LONG BEACH, CA 90807",8
"1400 BLK MYRTLE AVE, LONG BEACH, CA 90813",8
"4700 CLAIR DEL AVE, LONG BEACH, CA 90807",8
"1200 BLK DAISY AVE, LONG BEACH, CA 90813",8
"4800 BENTREE AVE, LONG BEACH, CA 90807",8
"3700 BLK MARBER AVE, LONG BEACH, CA 90808",8
"4800 BLK PACIFIC AVE, LONG BEACH, CA 90805",8
"800 BLK CHERRY AVE, LONG BEACH, CA 90813",8
"100 BLK LONG BEACH BLVD, LB 90802",8
"10TH ST / LINDEN AVE, LONG BEACH, CA 90813",8
16000 STUDEBAKER CERRITOS CA 90703,8
"1400 BLK WALNUT AVE, LONG BEACH, CA 90813",8
"4900 BLK CLAIR DEL AVE, LONG BEACH, CA 90807",8
"6000 BLOCK LINDEN AVE, LONG BEACH CA",8
"3500 BLK EASY AVE, LONG BEACH, CA 90810",8
"3100 BLK N SPRINGDALE DR, LONG BEACH, CA 90810",8
"1400 HENDERSON AVE, LONG BEACH, CA 90813",8
"1400 OLIVE AVE, LONG BEACH, CA 90813",8
"1900 BLK E SILVA ST, LONG BEACH, CA 90807",8
